organizations,count,first_date,last_date,lat,lon
Medio Oriente,1,2010-04-20 08:13:54 -0400,2010-04-20 08:13:54 -0400,,
Picasa,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Samsung Heavy Industries,3,2010-06-14 06:55:05 -0400,2010-06-14 06:55:05 -0400,,
Samsung,3,2010-06-14 06:55:05 -0400,2010-06-14 06:55:05 -0400,,
Naver,2,2010-06-14 06:55:05 -0400,2010-06-14 06:55:05 -0400,,
Branquinha,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
SOS Alagoas,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
National Weather Service,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
Shell,3,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,,
HEPCA,1,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,,
Amazon Jungle,1,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,,
Pluspetrol,2,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,,
Chevron,1,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,,
DALY,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
EPA,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
EU,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
London School of Hygiene and Tropical Medicine,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
UNAM,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
Federal University of Rio de Janeiro,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
University of Linköping,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
UC Davis,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
MDG,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
World Commission,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
World Water Council,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
Stockholm Water Institute,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
WaterAid,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
International Water Management Institute,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
IWMI,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
UN,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
World Commision,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
ex-World Bank,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
PepsiCo,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
Unilever,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
McKinsey &amp; Co,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
ITT,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
Black &amp; Veatch,1,2010-09-13 12:10:44 -0400,2010-09-13 12:10:44 -0400,,
Delta Oil Disaster,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Socialist Youth League,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
agriculture ministry,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Amnesty International,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Niger Delta,2,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Youth Council,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
The Black Bottom Blog,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Vanguard,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
World Bank,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
Youngstars Foundation,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
