organizations,count,first_date,last_date,lat,lon
Globo,12,2010-07-12 11:59:45 -0400,2010-06-23 06:58:12 -0400,,
Paraguayan Ministry of Tourism,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Estadio Soccer City de Johannesburgo,1,2010-07-12 13:41:22 -0400,2010-07-12 13:41:22 -0400,,
Furia Roja,1,2010-07-12 13:41:22 -0400,2010-07-12 13:41:22 -0400,,
FNB,2,2010-04-17 11:07:11 -0400,2010-04-17 11:07:11 -0400,,
Manchester United,1,2010-04-17 11:07:11 -0400,2010-04-17 11:07:11 -0400,,
Sony Music Entertainment,2,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
FIFA World Cup™,1,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
Bir Zeit Campus,1,2010-05-09 07:50:31 -0400,2010-05-09 07:50:31 -0400,,
Birzeit,1,2010-05-09 07:50:31 -0400,2010-05-09 07:50:31 -0400,,
Al Jazeera Sport,1,2010-05-18 11:51:13 -0400,2010-05-18 11:51:13 -0400,,
Chelsea Football Club,1,2010-05-18 15:22:10 -0400,2010-05-18 15:22:10 -0400,,
Metrorail,5,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Metrorail Gauteng Region,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Soccer City,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Nasrec,2,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Westgate,2,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Economy Train Service,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Capetown Daily Photo,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
De Zoltans,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
YMCA,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Hollanders,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Truth &amp; Reconciliation Commission,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Blue Bulls,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Hyundai,3,2010-05-21 12:35:40 -0400,2010-06-09 00:46:22 -0400,,
Advance Australia

Brazil,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
D Ivoire,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Reds,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
Liberty,1,2010-05-21 12:35:40 -0400,2010-05-21 12:35:40 -0400,,
BBC,2,2010-05-21 12:20:40 -0400,2010-06-03 14:14:40 -0400,,
Miami Herald,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Economic Times,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Nigeria Football Federation,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Puma,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Ethiopian Airlines,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Likewise Kenya Airways,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
SABMiller,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Anheuser-Busch InBev,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
SAB,1,2010-05-21 12:20:40 -0400,2010-05-21 12:20:40 -0400,,
Inter Milan,3,2010-05-24 11:06:28 -0400,2010-05-24 11:06:28 -0400,,
UEFA European Champions League,1,2010-05-24 11:06:28 -0400,2010-05-24 11:06:28 -0400,,
Barcelona,7,2010-05-24 11:06:28 -0400,2010-06-29 07:29:06 -0400,,
PVA,1,2010-05-26 16:54:35 -0400,2010-05-26 16:54:35 -0400,,
Pretoria High Court,1,2010-05-27 13:03:50 -0400,2010-05-27 13:03:50 -0400,,
Eastwood Tavern,1,2010-05-27 13:03:50 -0400,2010-05-27 13:03:50 -0400,,
Bangladesh Television,1,2010-05-28 12:41:59 -0400,2010-05-28 12:41:59 -0400,,
Buddhist,2,2010-05-28 12:41:59 -0400,2010-05-28 12:41:59 -0400,,
Buddhist of Bangladesh,1,2010-05-28 12:41:59 -0400,2010-05-28 12:41:59 -0400,,
Cox,2,2010-05-28 12:41:59 -0400,2010-05-28 12:41:59 -0400,,
World Cup Argentina,1,2010-05-28 12:41:59 -0400,2010-05-28 12:41:59 -0400,,
Taifa Stars,2,2010-06-03 14:14:40 -0400,2010-06-03 14:14:40 -0400,,
UK Metro,1,2010-06-03 14:14:40 -0400,2010-06-03 14:14:40 -0400,,
Tanzania Football Federation,1,2010-06-03 14:14:40 -0400,2010-06-03 14:14:40 -0400,,
Although Tanzania Football Federation,1,2010-06-03 14:14:40 -0400,2010-06-03 14:14:40 -0400,,
Tourism Department,1,2010-06-03 14:14:40 -0400,2010-06-03 14:14:40 -0400,,
CGV,3,2010-06-09 00:46:22 -0400,2010-06-09 00:46:22 -0400,,
Myung Dong,1,2010-06-09 00:46:22 -0400,2010-06-09 00:46:22 -0400,,
Naver,4,2010-06-09 00:46:22 -0400,2010-06-23 00:43:47 -0400,,
Red Devils,2,2010-06-09 00:46:22 -0400,2010-06-09 00:46:22 -0400,,
SK Holdings,1,2010-06-09 00:46:22 -0400,2010-06-09 00:46:22 -0400,,
Futbol Para Todos,1,2010-06-09 20:44:12 -0400,2010-06-09 20:44:12 -0400,,
Uruguay en el Mundial de Sudáfrica,1,2010-06-09 20:44:12 -0400,2010-06-09 20:44:12 -0400,,
Ilo,1,2010-06-11 14:24:05 -0400,2010-06-11 14:24:05 -0400,,
PPGOL,1,2010-06-11 14:24:05 -0400,2010-06-11 14:24:05 -0400,,
TV Globo Galvão Bueno,1,2010-06-13 20:08:51 -0400,2010-06-13 20:08:51 -0400,,
TV Globo,3,2010-06-13 20:08:51 -0400,2010-06-23 06:58:12 -0400,,
Greenpeace,2,2010-06-13 20:08:51 -0400,2010-06-13 20:08:51 -0400,,
NGO Greenpeace,1,2010-06-13 20:08:51 -0400,2010-06-13 20:08:51 -0400,,
CALA BOCA GALVAO  Foundation,1,2010-06-13 20:08:51 -0400,2010-06-13 20:08:51 -0400,,
Gente,1,2010-06-13 20:08:51 -0400,2010-06-13 20:08:51 -0400,,
IMF,1,2010-06-14 19:00:56 -0400,2010-06-14 19:00:56 -0400,,
Tolkien,1,2010-06-14 19:00:56 -0400,2010-06-14 19:00:56 -0400,,
World Cup 



Despite Ghana,1,2010-06-14 13:47:09 -0400,2010-06-14 13:47:09 -0400,,
Springboks,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Pekwa All Stars,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Emdeni Naughty Boys,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Soccer Federation,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Fifa,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Soweto Uprising,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
ZAKUMI,1,2010-06-16 11:08:35 -0400,2010-06-16 11:08:35 -0400,,
Jong Tae Se,1,2010-06-16 22:51:52 -0400,2010-06-16 22:51:52 -0400,,
World,1,2010-06-16 22:51:52 -0400,2010-06-16 22:51:52 -0400,,
NL,1,2010-06-16 21:43:14 -0400,2010-06-16 21:43:14 -0400,,
Phnom Penh Post,1,2010-06-17 19:59:37 -0400,2010-06-17 19:59:37 -0400,,
International University of Japan,1,2010-06-17 19:59:37 -0400,2010-06-17 19:59:37 -0400,,
Son of Khmer Empire,1,2010-06-17 19:59:37 -0400,2010-06-17 19:59:37 -0400,,
Jerusalem Post,1,2010-06-20 02:09:07 -0400,2010-06-20 02:09:07 -0400,,
Sakhnin United,2,2010-06-20 02:09:07 -0400,2010-06-20 02:09:07 -0400,,
Wikimedia Commons,1,2010-06-20 02:09:07 -0400,2010-06-20 02:09:07 -0400,,
Hellenic Parliament of Greece,1,2010-06-22 09:15:24 -0400,2010-06-22 09:15:24 -0400,,
Argentina,1,2010-06-22 09:15:24 -0400,2010-06-22 09:15:24 -0400,,
Ivory Coast,1,2010-06-23 06:58:12 -0400,2010-06-23 06:58:12 -0400,,
Wapedia Rede Globo,1,2010-06-23 06:58:12 -0400,2010-06-23 06:58:12 -0400,,
Galvao Institute,1,2010-06-23 06:58:12 -0400,2010-06-23 06:58:12 -0400,,
Amazon Forest,1,2010-06-23 06:58:12 -0400,2010-06-23 06:58:12 -0400,,
Rede  Globo,1,2010-06-23 06:58:12 -0400,2010-06-23 06:58:12 -0400,,
SBS,26,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
Seoul Broadcasting System,1,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
Herald,1,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
Korea Broadcasting Advertising Corp.,1,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
NBC,1,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
Chosun Ilbo,1,2010-06-23 00:43:47 -0400,2010-06-23 00:43:47 -0400,,
Laurent Blanc,1,2010-06-24 09:54:52 -0400,2010-06-24 09:54:52 -0400,,
Unless Laurent Blanc,1,2010-06-24 09:54:52 -0400,2010-06-24 09:54:52 -0400,,
Football Federation,1,2010-06-24 09:54:52 -0400,2010-06-24 09:54:52 -0400,,
Les Antillais de l'Equipe de France,1,2010-06-24 09:54:52 -0400,2010-06-24 09:54:52 -0400,,
RedsWhitesandBlacks,1,2010-06-25 11:08:10 -0400,2010-06-25 11:08:10 -0400,,
Vuzuzela FM,1,2010-06-25 11:08:10 -0400,2010-06-25 11:08:10 -0400,,
Vuvuzela Radio,2,2010-06-25 11:08:10 -0400,2010-06-25 11:08:10 -0400,,
Virtual Vuvuzela Facebook Gift,1,2010-06-25 11:08:10 -0400,2010-06-25 11:08:10 -0400,,
Holland in Group E,1,2010-06-28 09:25:14 -0400,2010-06-28 09:25:14 -0400,,
Honda,1,2010-06-28 09:25:14 -0400,2010-06-28 09:25:14 -0400,,
Pique,2,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
Catalan Fútbol Association,1,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
St. George,1,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
United Nations,1,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
Nouvelle Nouvelle Fédération-Board,1,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
Sealand,1,2010-06-29 07:29:06 -0400,2010-06-29 07:29:06 -0400,,
Super Eagles,2,2010-06-30 08:30:28 -0400,2010-06-30 08:30:28 -0400,,
NFF,1,2010-06-30 08:30:28 -0400,2010-06-30 08:30:28 -0400,,
