organizations,count,first_date,last_date,lat,lon
Data Centers,1,2013-07-17 17:05:28 -0400,2013-07-17 17:05:28 -0400,,
Kaos en la Red,1,2013-07-17 17:05:28 -0400,2013-07-17 17:05:28 -0400,,
EUA,1,2013-07-17 17:05:28 -0400,2013-07-17 17:05:28 -0400,,
Casa Blanca,1,2013-07-17 17:05:28 -0400,2013-07-17 17:05:28 -0400,,
White House,1,2013-07-17 17:05:28 -0400,2013-07-17 17:05:28 -0400,,
Echo Moskvy,1,2013-08-06 18:38:26 -0400,2013-08-06 18:38:26 -0400,,
Novaya Gazeta,1,2013-08-06 18:38:26 -0400,2013-08-06 18:38:26 -0400,,
The Wall Street Journal,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
CCTV,3,2013-06-11 18:44:09 -0400,2013-06-19 08:10:14 -0400,,
BBC,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
Google,6,2013-06-11 18:44:09 -0400,2013-06-12 13:38:51 -0400,,
Yahoo,3,2013-06-11 18:44:09 -0400,2013-06-17 23:23:01 -0400,,
Beijing Foreign Studies University,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
Columbia University,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
The Washington Post,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
China Google,1,2013-06-11 18:44:09 -0400,2013-06-11 18:44:09 -0400,,
NATO,1,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
Security &amp; Defence Agenda,1,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
Duma,1,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
OTR,5,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
Social Network,2,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
LiveJournal,1,2013-06-12 13:38:51 -0400,2013-06-12 13:38:51 -0400,,
AT&amp;T,1,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
Verizon,1,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
Microsoft,2,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
AOL,2,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
Skype,2,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
Voice,1,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
European Union,3,2013-06-17 23:23:01 -0400,2013-06-17 23:23:01 -0400,,
HongWrong,1,2013-06-17 23:19:02 -0400,2013-06-17 23:19:02 -0400,,
Google China,1,2013-06-19 08:10:14 -0400,2013-06-19 08:10:14 -0400,,
FBI,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
Federal Bureau of Intelligence,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
Apple,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
EU,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
European Parliament,3,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
European Commission,2,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
del Estado de Derecho,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
Europe of Freedom and Democracy,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
European Commission of Justice,1,2013-06-23 11:03:51 -0400,2013-06-23 11:03:51 -0400,,
US Department of Justice,4,2013-06-26 12:53:14 -0400,2013-06-26 12:53:14 -0400,,
Justice Department,1,2013-06-26 12:53:14 -0400,2013-06-26 12:53:14 -0400,,
Immigration Department,1,2013-06-26 12:53:14 -0400,2013-06-26 12:53:14 -0400,,
US National Security Agency,1,2013-06-26 12:53:14 -0400,2013-06-26 12:53:14 -0400,,
