organizations,count,first_date,last_date,lat,lon
Hanyang,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Ewha,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Pusan University,2,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
University of California,2,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Facebook,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Korea University's Politics and Economics Dept.,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Yonsei University,2,2013-12-20 07:01:15 -0500,2013-12-28 13:46:55 -0500,,
Hanyang University,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
University,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Berkley,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Hyosung High School,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Kyunghyang Newspaper,1,2013-12-23 23:28:35 -0500,2013-12-23 23:28:35 -0500,,
Kyunghyang,2,2013-12-23 23:28:35 -0500,2013-12-23 23:28:35 -0500,,
Korean Confederation of Trade Unions,2,2013-12-23 23:28:35 -0500,2013-12-23 23:28:35 -0500,,
KCTU,2,2013-12-23 23:28:35 -0500,2013-12-23 23:28:35 -0500,,
Korean Online Communities Alliance,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
Gaepo High School,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
KLUC,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
Korea Labor Union Congress,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
The Construction Labor Union,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
Megabox,4,2013-09-11 17:11:52 -0400,2013-09-11 17:11:52 -0400,,
Chinese Communist Party,1,2013-09-11 17:11:52 -0400,2013-09-11 17:11:52 -0400,,
Movie Critics Association,1,2013-09-11 17:11:52 -0400,2013-09-11 17:11:52 -0400,,
Sogang University,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Myeong Dong Cathedral,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Protestant Church,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Ministry of Law,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Catholic Human Rights Committee,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Ministry of Health and Welfare,1,2013-10-29 20:01:04 -0400,2013-10-29 20:01:04 -0400,,
Digital Entertainment Association,1,2013-10-29 20:01:04 -0400,2013-10-29 20:01:04 -0400,,
Korea Internet and Digital Entertainment Association,1,2013-10-29 20:01:04 -0400,2013-10-29 20:01:04 -0400,,
Ministry of Culture,1,2013-10-29 20:01:04 -0400,2013-10-29 20:01:04 -0400,,
Newstapa,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Christian Broadcasting System,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Korean Communications Commission,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
CBS,5,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
CBS News,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Korea Communications Commission,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
RTV,2,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Chosun,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Donga Newspaper,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
National Police University,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
KCC,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Kyohak Publishing Co,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Ministry of Education,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
New York Times,2,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Kyohak Publishing,2,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Kyohak Publishing Yang Cheol-woo,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
