organizations,count,first_date,last_date,lat,lon
Internet Service Providers,1,2010-01-15 17:34:37 -0500,2010-01-15 17:34:37 -0500,,
Hopital Sacre Coeur,1,2010-01-15 17:34:37 -0500,2010-01-15 17:34:37 -0500,,
Haiti Rescue Center,1,2010-01-15 17:34:37 -0500,2010-01-15 17:34:37 -0500,,
Les Cayes,4,2010-01-16 14:46:44 -0500,2010-01-19 20:31:33 -0500,,
Cine Insitute,1,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,,
Cine Institute,2,2010-01-16 14:46:44 -0500,2010-01-17 17:42:01 -0500,,
US Armed Forces,1,2010-01-16 10:23:49 -0500,2010-01-16 10:23:49 -0500,,
Red Cross,3,2010-01-16 10:23:49 -0500,2010-01-20 17:01:03 -0500,,
American Red Cross,2,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
University of Colorado,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
NGO,8,2010-01-16 16:35:13 -0500,2010-01-20 17:21:47 -0500,,
MSNBC,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
AP,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Congresspersons,1,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,,
International Community,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Bel Balawou,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Miami Herald,3,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,,
Herald,1,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,,
PAP,1,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,,
AIDG,2,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,,
United Nations,6,2010-01-18 16:36:10 -0500,2010-01-28 10:45:40 -0500,,
State Military Police,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
Catholic,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
ONU,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
Brasil,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
University of Campinas,2,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
United Nations Stabilization Mission,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
La Citadelle,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
State Military Police Force,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
UN Emergency Fund,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
Banco do Brasil
Agência,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
Bel Air,2,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
Bank of Brazil
Agency,1,2010-01-18 16:36:10 -0500,2010-01-18 16:36:10 -0500,,
USGS,2,2010-01-18 12:39:15 -0500,2010-01-18 12:39:15 -0500,,
St. Boniface Hospital Foundation,1,2010-01-18 17:07:39 -0500,2010-01-18 17:07:39 -0500,,
Jacmel Ciné Institute,1,2010-01-18 17:07:39 -0500,2010-01-18 17:07:39 -0500,,
CBC,1,2010-01-18 17:07:39 -0500,2010-01-18 17:07:39 -0500,,
Heartline Ministries,1,2010-01-19 20:31:33 -0500,2010-01-19 20:31:33 -0500,,
St. Boniface,1,2010-01-19 20:31:33 -0500,2010-01-19 20:31:33 -0500,,
Commission of Women Victims for Victims,1,2010-01-19 20:31:33 -0500,2010-01-19 20:31:33 -0500,,
Ciné Institute,1,2010-01-19 20:31:33 -0500,2010-01-19 20:31:33 -0500,,
Carrefour Feuille,2,2010-01-20 11:09:54 -0500,2010-01-20 11:09:54 -0500,,
Feminist International Radio Endeavour,2,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Colectiva Mujer y Salud,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Feminist International Solidarity Camp Myriam Merlet,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Communications Center,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
International Solidarity Camp,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Alianza Mediática Continental,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Cotidiano Mujer,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Human Rights,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Health Center,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
The World Association of Community Radio Broadcasters,1,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
AMARC,5,2010-01-20 17:21:47 -0500,2010-01-20 17:21:47 -0500,,
Caymans,1,2010-01-20 17:01:03 -0500,2010-01-20 17:01:03 -0500,,
Kingston,2,2010-01-20 17:01:03 -0500,2010-01-20 17:01:03 -0500,,
US Navy,1,2010-01-21 12:41:08 -0500,2010-01-21 12:41:08 -0500,,
Marines,2,2010-01-21 12:41:08 -0500,2010-01-21 12:41:08 -0500,,
Search &amp; Rescue Operations,1,2010-01-21 12:41:08 -0500,2010-01-21 12:41:08 -0500,,
Earth Institute,1,2010-01-22 16:58:00 -0500,2010-01-22 16:58:00 -0500,,
New American Media,3,2010-01-22 16:58:00 -0500,2010-01-30 12:48:36 -0500,,
Havana Times,2,2010-01-23 01:27:11 -0500,2010-01-24 18:59:34 -0500,,
World Food Programme,1,2010-01-23 01:27:11 -0500,2010-01-23 01:27:11 -0500,,
Pwoje Espwa,1,2010-01-23 01:27:11 -0500,2010-01-23 01:27:11 -0500,,
El Zacapaneco,1,2010-01-24 18:59:34 -0500,2010-01-24 18:59:34 -0500,,
Protestant,2,2010-01-24 18:59:34 -0500,2010-02-11 17:21:12 -0500,,
Specialized Unit of Humanitarian Aid and Rescue,1,2010-01-24 18:59:34 -0500,2010-01-24 18:59:34 -0500,,
Perspectiva Militar,1,2010-01-24 18:59:34 -0500,2010-01-24 18:59:34 -0500,,
Haiti Vox,2,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
UN Office,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
CIDA,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
US-based Democracy Now media organisation,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
State Department,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
NGO HelpAge International,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
Haiti Liberté,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
BBC,1,2010-01-28 10:45:40 -0500,2010-01-28 10:45:40 -0500,,
Fanmi Lavalas,1,2010-01-29 09:55:05 -0500,2010-01-29 09:55:05 -0500,,
IMF,1,2010-01-29 09:55:05 -0500,2010-01-29 09:55:05 -0500,,
Haiti Business Portal,1,2010-01-29 09:55:05 -0500,2010-01-29 09:55:05 -0500,,
UK Times Online,1,2010-01-29 17:54:29 -0500,2010-01-29 17:54:29 -0500,,
Australian Broadcasting Corporation,1,2010-01-29 17:54:29 -0500,2010-01-29 17:54:29 -0500,,
Al Jazeera English,1,2010-01-29 17:54:29 -0500,2010-01-29 17:54:29 -0500,,
Corbett Haiti,2,2010-01-29 17:54:29 -0500,2010-01-30 12:48:36 -0500,,
Internews,4,2010-01-29 17:54:29 -0500,2010-01-31 07:22:51 -0500,,
Inter-American Development,1,2010-01-30 09:21:21 -0500,2010-01-30 09:21:21 -0500,,
Georgia Poppelwell,1,2010-01-30 09:21:21 -0500,2010-01-30 09:21:21 -0500,,
International Association of Money Transfer Networks,1,2010-01-30 09:21:21 -0500,2010-01-30 09:21:21 -0500,,
World Bank,1,2010-01-30 09:21:21 -0500,2010-01-30 09:21:21 -0500,,
US Marines,1,2010-01-30 11:46:04 -0500,2010-01-30 11:46:04 -0500,,
Grenadines,2,2010-01-30 11:46:04 -0500,2010-01-30 11:46:04 -0500,,
Radio Kiskeya,1,2010-01-30 11:46:04 -0500,2010-01-30 11:46:04 -0500,,
CARICOM,3,2010-01-30 11:46:04 -0500,2010-01-30 11:46:04 -0500,,
Sogebank,1,2010-01-30 12:48:36 -0500,2010-01-30 12:48:36 -0500,,
United Nations Development Programme,1,2010-01-30 12:48:36 -0500,2010-01-30 12:48:36 -0500,,
Caribbean Free Radio,1,2010-01-30 12:48:36 -0500,2010-01-30 12:48:36 -0500,,
Wynn Farm,1,2010-01-31 07:22:51 -0500,2010-01-31 07:22:51 -0500,,
PRI,1,2010-02-01 13:57:14 -0500,2010-02-01 13:57:14 -0500,,
Reseau Citadelle,1,2010-02-10 14:42:20 -0500,2010-02-10 14:42:20 -0500,,
Ministry of Public Works,1,2010-02-10 14:42:20 -0500,2010-02-10 14:42:20 -0500,,
International Committee of the Red Cross,1,2010-02-11 17:21:12 -0500,2010-02-11 17:21:12 -0500,,
International Committee,1,2010-02-11 17:21:12 -0500,2010-02-11 17:21:12 -0500,,
UNICEF,1,2010-02-11 17:21:12 -0500,2010-02-11 17:21:12 -0500,,
International Feminist Solidarity Camp,1,2010-03-08 06:10:52 -0500,2010-03-08 06:10:52 -0500,,
Coalition,1,2010-03-08 06:10:52 -0500,2010-03-08 06:10:52 -0500,,
